员工编号,姓名,部门,岗位序列,职级,学历,工作城市,入职日期,司龄(年),基本工资,绩效工资,岗位津贴,餐补交通补,应发工资,五险一金个人部分,个税扣除,实发工资,本年度绩效评级,是否在职
EMP1336,赵伟,运营部,销售序列,P1,本科,深圳,2017-08-15,7.9,5576,2106,465,713,8860,930,308,7622,A,是
EMP1337,卢军,技术研发部,销售序列,P4,硕士,上海,2020-04-20,5.2,20062,8342,1087,1403,30894,3243,2071,25580,B,否
EMP1338,赵春梅,运营部,技术序列,P6,本科,北京,2018-02-19,7.4,38898,14342,4271,855,58366,6128,4269,47969,B,是
EMP1339,马凤英,技术研发部,职能序列,P3,本科,成都,2022-09-21,2.8,9056,3879,1226,1451,15612,1639,848,13125,B,是
EMP1340,谭强,技术研发部,产品序列,P2,本科,成都,2021-09-12,3.8,7589,1895,669,1725,11878,1247,550,10081,A,是
EMP1341,傅娜,产品部,产品序列,P3,本科,北京,2024-05-14,1.1,17002,5116,2108,856,25082,2633,1606,20843,C,是
EMP1342,李娟,市场部,职能序列,P1,本科,西安,2017-07-13,8.0,5920,913,667,581,8081,848,246,6987,B,是
EMP1343,叶辉,销售部,销售序列,P5,大专,成都,2016-10-12,8.7,21936,3336,1920,523,27715,2910,1817,22988,C,是
EMP1344,麻娟,运营部,销售序列,P5,大专,深圳,2019-02-05,6.4,28229,6267,1809,1560,37865,3975,2629,31261,B,是
EMP1345,贾春梅,运营部,运营序列,P4,硕士,杭州,2024-08-30,0.8,19736,3557,2386,1501,27180,2853,1774,22553,B,否
EMP1346,李帆,市场部,产品序列,P3,本科,广州,2024-11-09,0.6,12930,2948,1751,790,18419,1933,1073,15413,D,是
EMP1347,周斌,产品部,职能序列,P5,本科,西安,2020-08-26,4.8,22557,4581,2674,796,30608,3213,2048,25347,B,是
EMP1348,范建,市场部,技术序列,P4,本科,深圳,2019-10-24,5.7,23220,3681,1202,403,28506,2993,1880,23633,C,否
EMP1349,吴红霞,客户服务部,运营序列,P5,本科,武汉,2024-10-31,0.7,20876,8826,1495,1671,32868,3451,2229,27188,C,是
EMP1350,梁辉,技术研发部,产品序列,P4,本科,武汉,2021-09-10,3.8,12849,1959,731,1387,16926,1777,954,14195,B,是
EMP1351,刘杰,销售部,职能序列,P5,本科,杭州,2018-12-30,6.5,25160,9329,2693,762,37944,3984,2635,31325,B,是
EMP1352,张璐,财务部,技术序列,P4,硕士,西安,2025-03-14,0.3,13113,2565,1647,1606,18931,1987,1114,15830,S,是
EMP1353,傅颖,市场部,技术序列,P3,硕士,西安,2016-01-11,9.5,9756,4133,595,776,15260,1602,820,12838,S,是
EMP1354,马飞,运营部,销售序列,M1,硕士,杭州,2019-03-04,6.3,23843,9962,3190,407,37402,3927,2592,30883,A,是
EMP1355,潘亮,人力资源部,技术序列,P3,本科,西安,2024-02-21,1.4,11010,3811,1162,505,16488,1731,919,13838,A,是
EMP1356,邢慧,销售部,运营序列,P4,硕士,成都,2019-05-07,6.2,14669,5158,1745,1146,22718,2385,1417,18916,A,是
EMP1357,姬楠,销售部,技术序列,P2,本科,上海,2025-05-23,0.1,11612,1760,1708,976,16056,1685,884,13487,A,是
EMP1358,吴丽华,市场部,技术序列,P4,大专,上海,2022-08-01,2.9,22337,9950,1303,1769,35359,3712,2428,29219,B,否
EMP1359,任杰,产品部,技术序列,P4,大专,西安,2022-07-03,3.0,13170,5443,1845,1267,21725,2281,1338,18106,B,是
EMP1360,余杰,财务部,技术序列,P2,本科,成都,2023-05-27,2.1,6924,2897,433,505,10759,1129,460,9170,A,是
EMP1361,胡宁,销售部,销售序列,P1,本科,成都,2021-06-28,4.0,4530,1575,404,1695,8204,861,256,7087,S,是
EMP1362,温健,技术研发部,技术序列,P4,本科,北京,2017-08-31,7.8,20623,5226,2787,581,29217,3067,1937,24213,B,是
EMP1363,刘琳,运营部,销售序列,P5,大专,北京,2021-01-03,4.5,34345,14359,4829,310,53843,5653,3907,44283,B,是
EMP1364,唐帅,运营部,运营序列,P3,本科,广州,2022-01-15,3.5,11665,2769,1173,1427,17034,1788,962,14284,B,是
EMP1365,吴峰,运营部,产品序列,P2,本科,广州,2021-06-06,4.1,9044,2883,989,623,13539,1421,683,11435,B,是
EMP1366,高洁,技术研发部,运营序列,P4,本科,广州,2019-11-14,5.6,18627,3351,2250,1133,25361,2662,1628,21071,C,是
EMP1367,孙秀英,运营部,运营序列,P1,本科,广州,2019-09-23,5.8,7288,3108,971,1637,13004,1365,640,10999,B,是
EMP1368,何淑兰,销售部,职能序列,P3,本科,杭州,2022-03-10,3.3,11881,2283,738,1274,16176,1698,894,13584,B,是
EMP1369,张荣,技术研发部,技术序列,P2,硕士,杭州,2024-07-21,0.9,11168,2428,1463,1277,16336,1715,906,13715,C,是
EMP1370,刘玉兰,技术研发部,产品序列,P2,本科,北京,2022-02-03,3.4,13481,4279,1322,1632,20714,2174,1257,17283,C,是
EMP1371,罗玉珍,客户服务部,销售序列,P2,本科,上海,2020-03-25,5.3,10018,3799,952,708,15477,1625,838,13014,B,是
EMP1372,魏婷,技术研发部,销售序列,P3,本科,成都,2021-02-08,4.4,9606,3225,887,888,14606,1533,768,12305,B,是
EMP1373,陈宁,销售部,销售序列,P1,本科,武汉,2019-08-11,5.9,6400,1405,645,957,9407,987,352,8068,A,是
EMP1374,罗彬,人力资源部,产品序列,P3,硕士,上海,2018-02-11,7.4,15580,2341,2251,884,21056,2210,1284,17562,B,是
EMP1375,胡浩,产品部,职能序列,P3,本科,深圳,2023-10-27,1.7,11253,4244,1179,1622,18298,1921,1063,15314,D,是
EMP1376,俞凯,销售部,运营序列,P3,本科,杭州,2018-09-05,6.8,11357,5060,1650,421,18488,1941,1079,15468,B,是
EMP1377,曹俊,市场部,运营序列,P3,硕士,广州,2022-05-31,3.1,12358,4856,840,483,18537,1946,1082,15509,C,是
EMP1378,袁博,人力资源部,技术序列,P5,本科,广州,2020-04-17,5.2,21923,6315,2683,1635,32556,3418,2204,26934,B,是
EMP1379,黄杰,产品部,运营序列,P2,本科,深圳,2018-08-14,6.9,10653,4486,1397,1475,18011,1891,1040,15080,D,是
EMP1380,刘秀珍,财务部,技术序列,P3,本科,上海,2024-09-11,0.8,15921,4345,1877,775,22918,2406,1433,19079,B,是
EMP1381,王桂英,技术研发部,产品序列,P1,本科,广州,2020-08-09,4.9,8063,2479,892,1395,12829,1347,626,10856,S,是
EMP1382,周红,市场部,销售序列,P1,本科,上海,2016-06-27,9.0,8242,2416,877,1780,13315,1398,665,11252,B,是
EMP1383,李建,客户服务部,技术序列,P4,本科,成都,2019-07-27,5.9,16659,4735,2267,376,24037,2523,1522,19992,A,是
EMP1384,张雪,产品部,技术序列,P4,博士,深圳,2024-05-08,1.1,24881,9518,3288,658,38345,4026,2667,31652,S,是
EMP1385,黄建军,运营部,技术序列,P6,本科,武汉,2021-04-21,4.2,32819,10109,2042,1155,46125,4843,3290,37992,C,是
EMP1386,刘岩,产品部,销售序列,P4,本科,上海,2023-11-28,1.6,22710,5564,3062,660,31996,3359,2159,26478,A,是
EMP1387,梁洁,运营部,运营序列,M1,本科,成都,2025-02-05,0.4,13789,3136,1260,374,18559,1948,1084,15527,B,是
EMP1388,薛丹,技术研发部,产品序列,P1,硕士,西安,2020-04-10,5.2,5761,929,434,1113,8237,864,258,7115,A,是
EMP1389,徐建华,客户服务部,销售序列,P1,硕士,西安,2020-04-30,5.2,6146,1997,841,1314,10298,1081,423,8794,A,是
EMP1390,金帆,市场部,销售序列,P1,本科,上海,2023-06-11,2.1,8456,1851,788,681,11776,1236,542,9998,D,是
EMP1391,杨秀华,技术研发部,产品序列,P2,本科,西安,2024-11-19,0.6,8961,1742,1172,892,12767,1340,621,10806,B,是
EMP1392,周成,技术研发部,职能序列,P3,本科,上海,2025-03-15,0.3,17496,6056,1335,376,25263,2652,1621,20990,B,是
EMP1393,覃丽丽,技术研发部,职能序列,P4,本科,广州,2023-04-24,2.2,18842,6676,949,318,26785,2812,1742,22231,B,否
EMP1394,金玉珍,人力资源部,职能序列,P1,本科,北京,2017-09-15,7.8,9890,,984,911,15500,1627,840,13033,B,是
EMP1395,潘伟,产品部,技术序列,P7,本科,西安,2021-07-21,3.9,38937,11722,2337,1463,54459,5718,3956,44785,C,是
EMP1396,许霞,销售部,销售序列,P5,本科,杭州,2016-05-31,9.1,19133,8001,2399,1534,31067,3262,2085,25720,B,是
EMP1397,侯桂芝,市场部,运营序列,P2,硕士,上海,2017-06-01,8.1,10895,4694,845,519,16953,1780,956,14217,B,是
EMP1398,刘丽娟,产品部,技术序列,P1,本科,上海,2021-08-19,3.9,9766,3830,921,986,15503,1627,840,13036,C,否
EMP1399,赵雪,财务部,产品序列,P2,硕士,上海,2022-08-14,2.9,10466,3565,614,882,15527,1630,842,13055,A,是
EMP1400,石健,运营部,技术序列,P2,本科,北京,2019-09-21,5.8,11556,2786,909,1230,16481,1730,918,13833,B,是
EMP1401,穆金凤,技术研发部,技术序列,P2,本科,成都,2017-02-15,8.4,6813,3030,873,1613,12329,1294,586,10449,C,是
EMP1402,冯秀云,技术研发部,职能序列,P3,本科,西安,2025-06-23,0.0,12310,2858,802,1412,17382,1825,990,14567,B,是
EMP1403,郑瑞,技术研发部,技术序列,P2,大专,武汉,2020-12-08,4.6,9133,1925,1047,1373,13478,1415,678,11385,B,否
EMP1404,吴洋,运营部,产品序列,P3,本科,武汉,2017-02-12,8.4,9296,2627,1317,1311,14551,1527,764,12260,B,是
EMP1405,王洋,运营部,运营序列,M2,大专,深圳,2021-11-24,3.6,40829,6820,4817,574,53040,5569,3843,43628,C,是
EMP1406,王浩,市场部,技术序列,P4,本科,广州,2021-02-14,4.4,16199,7185,2123,1332,26839,2818,1747,22274,C,是
EMP1407,曾金凤,销售部,销售序列,P7,本科,北京,2016-03-03,9.3,64427,21037,3923,1258,90645,9517,6851,74277,A,是
EMP1408,王霞,销售部,技术序列,P2,硕士,成都,2024-02-07,1.4,8266,2621,620,858,12365,1298,589,10478,A,是
EMP1409,刘丹丹,财务部,技术序列,P3,本科,上海,2017-08-13,7.9,17404,6034,2427,694,26559,2788,1724,22047,B,是
EMP1410,薛玉梅,销售部,技术序列,P4,本科,成都,2020-08-06,4.9,15347,4590,1864,530,22331,2344,1386,18601,B,是
EMP1411,杨玉华,技术研发部,技术序列,P1,本科,北京,2023-05-05,2.2,11832,1888,1348,977,16045,1684,883,13478,A,是
EMP1412,梁平,技术研发部,技术序列,P1,硕士,北京,2017-09-24,7.8,7670,2559,892,632,11753,1234,540,9979,S,是
EMP1413,李想,产品部,职能序列,P4,本科,北京,2016-11-02,8.7,17881,6523,1634,1797,27835,2922,1826,23087,B,否
EMP1414,何楠,技术研发部,销售序列,P4,本科,深圳,2021-04-07,4.2,20238,5565,1102,1239,28144,2955,1851,23338,D,是
EMP1415,王波,人力资源部,技术序列,P3,本科,杭州,2024-10-06,0.7,11081,4179,1423,1627,18310,1922,1064,15324,B,是
EMP1416,阎明,客户服务部,职能序列,P3,大专,广州,2018-12-21,6.5,10458,2280,1232,826,14796,1553,783,12460,B,是
EMP1417,方伟,技术研发部,职能序列,P3,博士,深圳,2019-10-18,5.7,13496,2920,1312,1771,19499,2047,1159,16293,A,是
EMP1418,庞丹丹,技术研发部,销售序列,P1,本科,深圳,2022-12-27,2.5,7345,1457,1028,681,10511,1103,440,8968,B,否
EMP1419,杜欣,市场部,产品序列,P3,本科,西安,2023-10-08,1.7,8978,2348,750,328,12404,1302,592,10510,A,是
EMP1420,鹿雪梅,客户服务部,技术序列,P2,本科,杭州,2020-06-16,5.0,10595,4281,841,990,16707,1754,936,14017,A,是
EMP1421,李梅,产品部,产品序列,P1,大专,深圳,2023-04-15,2.2,7758,3090,1065,904,12817,1345,625,10847,C,是
EMP1422,孔建平,人力资源部,职能序列,M1,硕士,北京,2016-11-24,8.6,26907,7126,3489,1462,38984,4093,2718,32173,D,是
EMP1423,朱伟,技术研发部,销售序列,P4,本科,北京,2019-09-07,5.8,24914,8140,2528,1681,37263,3912,2581,30770,A,否
EMP1424,王丽华,技术研发部,技术序列,P4,本科,西安,2023-07-25,1.9,12748,4668,804,695,18915,1986,1113,15816,S,否
EMP1425,杨秀云,客户服务部,产品序列,P3,本科,成都,2021-12-25,3.5,10321,2294,738,659,14012,1471,720,11821,B,是
EMP1426,赵兵,客户服务部,销售序列,P3,本科,上海,2020-04-05,5.2,16556,3318,1914,1551,23339,2450,1467,19422,B,否
EMP1427,文洁,技术研发部,销售序列,P2,硕士,深圳,2019-07-21,6.0,8598,3797,760,1608,14763,1550,781,12432,A,是
EMP1428,王璐,客户服务部,销售序列,P1,本科,上海,2023-01-11,2.5,6095,2043,814,1130,10082,1058,406,8618,A,是
EMP1429,刘鑫,运营部,职能序列,P2,本科,广州,2024-01-22,1.4,9696,4309,1405,1175,16585,1741,926,13918,A,是
EMP1430,谢娜,销售部,产品序列,P5,硕士,武汉,2024-07-07,1.0,22028,5536,2876,1355,31795,3338,2143,26314,B,是
EMP1431,冯鑫,市场部,运营序列,P4,大专,北京,2021-06-21,4.0,28073,10131,2463,971,41638,4371,2931,34336,B,是
EMP1432,缪欢,人力资源部,职能序列,P3,本科,成都,2022-01-25,3.4,10862,2354,1399,477,15092,1584,807,12701,B,是
EMP1433,刘磊,人力资源部,技术序列,P3,本科,广州,2016-05-27,9.1,13993,3195,1191,1120,19499,2047,1159,16293,B,是
EMP1434,冯云,运营部,运营序列,P6,博士,西安,2022-12-04,2.6,26659,8092,1778,1670,38199,4010,2655,31534,C,是
EMP1435,梁柳,技术研发部,职能序列,P1,本科,成都,2016-10-07,8.7,5944,1461,317,495,8217,862,257,7098,D,是
EMP1436,王淑华,技术研发部,技术序列,P2,本科,武汉,2018-08-19,6.9,9120,1826,807,678,12431,1305,594,10532,A,是
EMP1437,宋淑华,产品部,职能序列,P3,本科,武汉,2023-01-29,2.4,7749,1773,1087,587,11196,1175,495,9526,A,是
EMP1438,李莹,运营部,运营序列,P5,本科,西安,2023-09-04,1.8,21286,3421,1573,1277,27557,2893,1804,22860,B,是
EMP1439,吕玉华,技术研发部,销售序列,M2,本科,杭州,2019-03-23,6.3,44848,16204,3168,962,65182,6844,4814,53524,A,是
EMP1440,张晶,运营部,技术序列,P2,本科,西安,2018-07-20,7.0,7660,2279,1125,808,11872,1246,549,10077,B,是
EMP1441,严琴,客户服务部,技术序列,P6,本科,北京,2024-05-16,1.1,52415,9344,2751,313,64823,6806,4785,53232,B,是
EMP1442,陈娟,技术研发部,运营序列,P5,本科,广州,2017-01-05,8.5,23556,4746,3028,834,32164,3377,2173,26614,B,是
EMP1443,刘玲,运营部,技术序列,P2,大专,杭州,2020-11-12,4.6,9936,1796,816,1085,13633,1431,690,11512,B,是
EMP1444,施帅,市场部,职能序列,P3,硕士,武汉,2017-02-07,8.4,10441,3484,561,782,15268,1603,821,12844,B,是
EMP1445,赖晨,销售部,职能序列,P3,硕士,广州,2024-07-11,1.0,9349,1666,1325,1214,13554,1423,684,11447,C,是
EMP1446,董涛,技术研发部,技术序列,M1,本科,成都,2023-02-08,2.4,15511,5836,992,846,23185,2434,1454,19297,A,是
EMP1447,戴金凤,运营部,运营序列,P2,本科,杭州,2023-11-23,1.6,8662,1352,911,975,11900,1249,552,10099,B,是
EMP1448,金桂珍,销售部,运营序列,P5,大专,杭州,2017-02-15,8.4,29993,6742,2321,918,39974,4197,2797,32980,S,是
EMP1449,沈颖,客户服务部,产品序列,P3,本科,北京,2020-12-22,4.5,17950,7488,1014,1492,27944,2934,1835,23175,A,是
EMP1450,盖楠,运营部,销售序列,P4,硕士,西安,2017-11-12,7.6,14585,5331,802,1780,22498,2362,1399,18737,B,是
EMP1451,颜丹丹,人力资源部,销售序列,P3,本科,上海,2023-10-13,1.7,17428,2995,1072,1473,22968,2411,1437,19120,A,是
EMP1452,赵桂兰,财务部,职能序列,P4,本科,成都,2019-05-11,6.1,14469,5734,826,323,21352,2241,1308,17803,S,是
EMP1453,张帆,销售部,职能序列,P5,硕士,成都,2016-04-28,9.2,24395,7267,3075,835,35572,3735,2445,29392,A,是
EMP1454,刘岩,财务部,运营序列,P5,本科,西安,2016-07-07,9.0,20301,8202,2000,1638,32141,3374,2171,26596,B,是
EMP1455,梁坤,技术研发部,销售序列,P6,大专,杭州,2019-08-21,5.9,37005,12219,3119,1036,53379,5604,3870,43905,B,是
EMP1456,宋晶,客户服务部,职能序列,P1,本科,杭州,2024-12-05,0.6,7115,2522,653,1718,12008,1260,560,10188,A,是
EMP1457,王燕,运营部,职能序列,P4,本科,北京,2016-08-17,8.9,24348,10909,3479,783,39519,4149,2761,32609,B,是
EMP1458,翟丽华,运营部,销售序列,P2,本科,上海,2019-04-16,6.2,11004,2417,1552,427,15400,1617,832,12951,A,是
EMP1459,李淑华,技术研发部,技术序列,P3,硕士,成都,2020-01-08,5.5,11909,4015,1447,1667,19038,1998,1123,15917,B,是
EMP1460,陈洋,运营部,销售序列,P3,硕士,武汉,2020-03-15,5.3,8987,2589,1244,542,13362,1403,668,11291,B,是
EMP1461,左晨,市场部,技术序列,P3,本科,深圳,2020-10-30,4.7,13317,2155,1091,1253,17816,1870,1025,14921,B,是
EMP1462,谭军,运营部,产品序列,P3,硕士,深圳,2017-08-19,7.9,16605,2562,1463,928,21558,2263,1324,17971,D,是
EMP1463,彭凤兰,技术研发部,产品序列,M3,本科,上海,2018-09-27,6.8,62765,11659,6990,627,82041,8614,6163,67264,C,是
EMP1464,彭燕,运营部,销售序列,P2,硕士,广州,2021-12-15,3.5,8802,3034,989,1130,13955,1465,716,11774,S,是
EMP1465,陈桂芝,客户服务部,销售序列,P4,本科,北京,2020-08-14,4.9,24903,7972,2444,1705,37024,3887,2561,30576,C,是
EMP1466,杨秀芳,技术研发部,职能序列,P3,硕士,上海,2022-05-07,3.2,14704,4646,1324,1329,22003,2310,1360,18333,A,是
EMP1467,贺峰,客户服务部,职能序列,P2,硕士,西安,2023-08-24,1.9,7231,1153,1074,1740,11198,1175,495,9528,C,是
EMP1468,赵杰,市场部,运营序列,P2,大专,西安,2024-11-20,0.6,8654,2516,1143,936,13249,1391,659,11199,A,是
EMP1469,顾雪,销售部,销售序列,P7,硕士,深圳,2018-01-07,7.5,67101,,6273,1713,103765,10895,7901,84969,B,是
EMP1470,陈鑫,销售部,运营序列,P6,硕士,杭州,2017-11-27,7.6,43684,11763,5361,540,61348,6441,4507,50400,A,是
EMP1471,周亮,财务部,产品序列,P6,硕士,深圳,2017-12-18,7.5,39901,13465,3070,1608,58044,6094,4243,47707,A,是
EMP1472,刘秀荣,运营部,技术序列,M2,本科,杭州,2016-11-19,8.6,40972,15731,2459,904,60066,6306,4405,49355,B,是
EMP1473,邱秀云,销售部,职能序列,P2,硕士,北京,2022-11-01,2.7,10522,4052,896,1052,16522,1734,921,13867,C,是
EMP1474,叶杨,市场部,职能序列,P3,硕士,杭州,2020-04-15,5.2,12164,3719,1098,1558,18539,1946,1083,15510,B,是
EMP1475,李洁,产品部,产品序列,P4,本科,上海,2022-12-13,2.6,15766,6422,814,752,23754,2494,1500,19760,B,是
EMP1476,陈军,运营部,技术序列,P3,硕士,杭州,2023-08-30,1.8,16390,4382,2154,748,23674,2485,1493,19696,B,是
EMP1477,邹鑫,销售部,销售序列,P3,大专,广州,2018-09-13,6.8,11419,4757,981,573,17730,1861,1018,14851,A,是
EMP1478,韩俊,运营部,技术序列,P3,本科,西安,2021-07-31,3.9,9986,2217,1078,1279,14560,1528,764,12268,S,是
EMP1479,王超,销售部,职能序列,P4,本科,上海,2022-07-16,3.0,19561,4578,1122,613,25874,2716,1669,21489,S,是
EMP1480,张飞,市场部,销售序列,P4,本科,西安,2017-08-09,7.9,15211,2524,1026,1231,19992,2099,1199,16694,B,是
EMP1481,董秀华,销售部,产品序列,P2,本科,北京,2018-08-09,6.9,11339,4407,1575,1540,18861,1980,1108,15773,A,是
EMP1482,林文,技术研发部,技术序列,P3,大专,上海,2021-03-03,4.3,13376,3679,1482,1065,19602,2058,1168,16376,A,是
EMP1483,李鑫,人力资源部,职能序列,P4,硕士,广州,2023-02-25,2.3,18574,4062,2693,1151,26480,2780,1718,21982,A,是
EMP1484,陈丹,技术研发部,销售序列,P4,大专,北京,2018-11-06,6.7,18628,4089,2791,1737,27245,2860,1779,22606,A,是
EMP1485,祝玲,产品部,运营序列,P2,本科,深圳,2021-02-25,4.3,10083,4239,879,1424,16625,1745,930,13950,C,是
EMP1486,唐林,市场部,销售序列,P4,大专,广州,2018-11-11,6.6,13180,5274,1052,1264,20770,2180,1261,17329,A,否
EMP1487,裴宇,市场部,技术序列,P1,本科,北京,2023-06-24,2.0,7254,2292,985,1400,11931,1252,554,10125,B,是
EMP1488,马坤,运营部,运营序列,P3,硕士,武汉,2016-02-08,9.4,10622,3556,1591,1660,17429,1830,994,14605,B,是
EMP1489,郭涛,市场部,职能序列,P5,本科,杭州,2025-01-08,0.5,20864,6098,2356,747,30065,3156,2005,24904,B,是
EMP1490,任利,市场部,销售序列,P4,硕士,上海,2021-03-20,4.3,18056,4829,2338,806,26029,2733,1682,21614,A,是
EMP1491,刘淑兰,技术研发部,技术序列,P2,大专,北京,2019-03-24,6.3,11871,5040,1521,1693,20125,2113,1210,16802,A,是
EMP1492,王玉英,市场部,销售序列,P4,本科,上海,2023-08-07,1.9,20527,3852,1755,1520,27654,2903,1812,22939,S,是
EMP1493,曾军,技术研发部,运营序列,P4,本科,杭州,2022-02-16,3.4,23417,6452,2515,467,32851,3449,2228,27174,B,是
EMP1494,宋亮,技术研发部,产品序列,P5,本科,北京,2017-10-09,7.7,39652,10046,5285,1376,56359,5917,4108,46334,A,是
EMP1495,赵海燕,财务部,技术序列,P4,大专,深圳,2016-10-29,8.7,19027,5697,2260,1214,28198,2960,1855,23383,B,是
EMP1496,刘平,运营部,销售序列,P4,本科,武汉,2020-12-14,4.5,15362,4413,800,1381,21956,2305,1356,18295,B,是
EMP1497,王红,财务部,技术序列,P3,本科,武汉,2019-11-16,5.6,11335,3464,948,1741,17488,1836,999,14653,B,是
EMP1498,谭勇,市场部,技术序列,P2,硕士,广州,2022-08-03,2.9,8642,1659,556,1040,11897,1249,551,10097,B,是
EMP1499,凌建,市场部,技术序列,P2,本科,北京,2019-05-10,6.1,9743,2961,714,459,13877,1457,710,11710,B,是
EMP1500,叶秀梅,销售部,销售序列,P3,本科,杭州,2023-03-02,2.3,13629,3035,1915,1455,20034,2103,1202,16729,C,是
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
EMP1375,胡浩,产品部,职能序列,P3,本科,深圳,2023-10-27,1.7,11253,4244,1179,1622,18298,1921,1063,15314,D,是
EMP1112,龚倩,技术研发部,技术序列,P3,本科,武汉,2017-09-03,7.8,11058,4207,773,403,16441,1726,915,13800,B,是
EMP0555,李瑜,销售部,销售序列,P2,本科,深圳,2016-06-07,9.1,12114,3212,820,380,16526,1735,922,13869,B,是
EMP0357,朱宁,技术研发部,职能序列,P4,本科,杭州,2024-10-20,0.7,17620,4483,2199,487,24789,2602,1583,20604,B,是
